@relation 'train-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21-weka.filters.supervised.attribute.Discretize-Y-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Remove-R2-4,9,12,14-19'

@attribute State {WI,NY,KY,CT,OR,NM,NC,AL,NV,AR,TN,OH,MO,ND,LA,IL,SD,PA,UT,VT,IA,WV,WA,AK,HI,DC,OK,AZ,NE,RI,GA,WY,TX,VA,MN,IN,ME,MS,DE,MI,MA,SC,MD,MT,KS,CO,NJ,FL,ID,NH,CA}
@attribute 'Intl Plan' {no,yes}
@attribute 'VMail Plan' {yes,no}
@attribute 'VMail Message' {'\'B1of2\'','\'B2of2\''}
@attribute 'Day Mins' {'\'B1of4\'','\'B2of4\'','\'B3of4\'','\'B4of4\''}
@attribute 'Day Charge' {'\'B1of4\'','\'B2of4\'','\'B3of4\'','\'B4of4\''}
@attribute 'Eve Mins' {'\'B1of2\'','\'B2of2\''}
@attribute 'Eve Charge' {'\'B1of2\'','\'B2of2\''}
@attribute 'CustServ Calls' {'\'B1of2\'','\'B2of2\''}
@attribute Churn? {False.,True.}

@data
MD,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
DE,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
AZ,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MO,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
CA,no,yes,'\'B2of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
AR,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
CT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
ND,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
ME,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
CO,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
VA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
OK,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
OH,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
VT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
TX,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',False.
NE,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
HI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',False.
SC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
KS,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',False.
MO,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
RI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MA,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
DC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
NY,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
WA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
VA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
SC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
UT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
KS,no,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
HI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
VT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
HI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
OH,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
HI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
IL,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
AR,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
FL,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
WI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
IN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
VT,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MD,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
LA,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
WV,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
GA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
TN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
VT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
IL,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
WY,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
VA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
OK,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
UT,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
NE,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
GA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',False.
MD,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
FL,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
UT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MD,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
AL,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MD,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
ND,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
HI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
HI,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
AK,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MA,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
CT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MI,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
VA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MI,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
ME,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
CT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
ID,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
NV,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
AR,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
VT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
NM,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
SC,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
VA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MO,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
ID,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MS,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
WV,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
CT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
ID,no,yes,'\'B2of2\'','\'B2of4\'','\'B2of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
WV,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
ID,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
IN,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
RI,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
OH,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
FL,yes,no,'\'B1of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
PA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
HI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MD,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
VT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
OH,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MS,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
OH,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
ID,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
IN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
FL,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
IN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
WV,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
CO,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
UT,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MD,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
DC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
VT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
KY,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
SC,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
CA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
WA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
SD,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MD,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
NM,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
NY,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MS,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
OH,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
RI,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',False.
NJ,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MA,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
AZ,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
HI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
TN,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
KY,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
RI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MO,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
TX,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
IA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
NC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B2of2\'',False.
CT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
SC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MS,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
WV,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
NJ,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
AZ,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
DE,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
KY,no,yes,'\'B2of2\'','\'B3of4\'','\'B3of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
KS,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
NH,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
NH,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
DC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
UT,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
NC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
NM,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
ID,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
OR,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
IN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
GA,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
NY,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
TN,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
KY,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
DE,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
NM,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
IN,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
UT,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
NJ,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
WV,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
CT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',False.
DE,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
RI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
IA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',False.
WI,yes,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
NJ,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
NH,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
OK,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
ME,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
VT,no,no,'\'B1of2\'','\'B2of4\'','\'B2of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
NM,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
SC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B2of2\'',False.
MO,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
OR,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
RI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
UT,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
VA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
MD,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
HI,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
AZ,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
WV,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
OK,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
FL,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
DC,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
NC,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
LA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
MA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
GA,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
KS,yes,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
ND,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
OK,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
DC,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
WI,no,yes,'\'B2of2\'','\'B2of4\'','\'B2of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
DC,no,yes,'\'B2of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
WV,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
AL,no,no,'\'B1of2\'','\'B1of4\'','\'B1of4\'','\'B1of2\'','\'B1of2\'','\'B1of2\'',False.
AR,no,yes,'\'B2of2\'','\'B2of4\'','\'B2of4\'','\'B2of2\'','\'B2of2\'','\'B1of2\'',False.
